adj.P.Val,logFC,Gene.symbol,Gene.title
0.123,0.22961365,EIF3H,eukaryotic translation initiation factor 3 subunit H
0.123,0.18651045,BCL2L2-PABPN1///PABPN1,BCL2L2-PABPN1 readthrough///poly(A) binding protein nuclear 1
0.123,-0.35594385,,
0.123,-0.36358493,MPP2,membrane palmitoylated protein 2
0.123,-0.37238759,ZNF202,zinc finger protein 202
0.123,-0.44521616,C4B_2///C4B///C4A,"complement component 4B (Chido blood group), copy 2///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)"
0.123,-0.44684587,INSL4,insulin like 4
0.123,-0.46699726,IFNA6///IFNA5,interferon alpha 6///interferon alpha 5
0.123,-0.50282773,,
0.123,-0.55793304,ADD3-AS1,ADD3 antisense RNA 1
0.123,-0.63143621,FRMPD4,FERM and PDZ domain containing 4
0.123,-0.72428211,PCDH8,protocadherin 8
0.123,-0.79251773,MCF2L2,MCF.2 cell line derived transforming sequence-like 2
0.124,0.46528482,PAK1,p21 (RAC1) activated kinase 1
0.124,0.44262172,COL6A2,collagen type VI alpha 2 chain
0.124,0.23711716,TSSK2///DGCR14,testis specific serine kinase 2///DiGeorge syndrome critical region gene 14
0.124,0.20118739,GPX1,glutathione peroxidase 1
0.124,-0.22267229,TMCC1,transmembrane and coiled-coil domain family 1
0.124,-0.2948362,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase"
0.124,-0.36604349,DUS4L,dihydrouridine synthase 4 like
0.124,-0.49000449,,
0.124,-0.49360893,EPYC,epiphycan
0.124,-0.58296628,MAP1B,microtubule associated protein 1B
0.125,0.46925642,TRAF1,TNF receptor associated factor 1
0.125,0.35336315,IRS1,insulin receptor substrate 1
0.125,0.31294232,TMBIM6,transmembrane BAX inhibitor motif containing 6
0.125,0.29147112,PFKL,"phosphofructokinase, liver type"
0.125,0.19786693,FBXO28,F-box protein 28
0.125,-0.29337916,ADRA1D,adrenoceptor alpha 1D
0.125,-0.33801763,ATP5H,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit D"
0.125,-0.44503173,APOF,apolipoprotein F
0.125,-0.4587381,CCDC106,coiled-coil domain containing 106
0.125,-0.48217114,TGFB2,transforming growth factor beta 2
0.125,-0.49319329,HUS1,HUS1 checkpoint clamp component
0.125,-0.50729367,DUSP9,dual specificity phosphatase 9
0.125,-0.62068212,PPP1R2P9,protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 9
0.125,-0.73540429,SLC22A2,solute carrier family 22 member 2
0.126,0.50902056,RAB27A,"RAB27A, member RAS oncogene family"
0.126,0.34768302,FKBP2,FK506 binding protein 2
0.126,0.28904521,LIMS4///LIMS1,LIM zinc finger domain containing 4///LIM zinc finger domain containing 1
0.126,-0.25003262,SLC20A2,solute carrier family 20 member 2
0.126,-0.31990005,TRAPPC12,trafficking protein particle complex 12
0.126,-0.35212286,ZRSR2,"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2"
0.126,-0.37626835,,
0.126,-0.38236812,IRS4,insulin receptor substrate 4
0.126,-0.38753562,SAA4,"serum amyloid A4, constitutive"
0.126,-0.46296138,LSS,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)"
0.126,-0.47471837,NOL3,nucleolar protein 3
0.126,-0.54852873,EPOR,erythropoietin receptor
0.126,-0.57888862,KLK2,kallikrein related peptidase 2
0.126,-0.69626679,CTSE,cathepsin E
0.127,0.51943678,RPA1,replication protein A1
0.127,0.49551511,PDCL,phosducin like
0.127,0.45921703,HTR7,5-hydroxytryptamine receptor 7
0.127,0.32548996,ASAP2,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2"
0.127,-0.28500733,GRK5,G protein-coupled receptor kinase 5
0.127,-0.29681751,FNDC3A,fibronectin type III domain containing 3A
0.127,-0.32187271,ABCC8,ATP binding cassette subfamily C member 8
0.127,-0.36483345,API5,apoptosis inhibitor 5
0.127,-0.40317392,,
0.127,-0.4385426,RNF185-AS1,RNF185 antisense RNA 1
0.127,-0.45199367,BRD8,bromodomain containing 8
0.127,-0.51844233,CD1B,CD1b molecule
0.127,-0.71307919,SLC38A10,solute carrier family 38 member 10
0.128,0.57975758,HLA-DPB1,"major histocompatibility complex, class II, DP beta 1"
0.128,0.31145414,RPL36A-HNRNPH2///HNRNPH2,RPL36A-HNRNPH2 readthrough///heterogeneous nuclear ribonucleoprotein H2 (H')
0.128,0.26642028,CTNNA1,catenin alpha 1
0.128,0.24955381,SEC24C,"SEC24 homolog C, COPII coat complex component"
0.128,0.23931763,POLD4,"DNA polymerase delta 4, accessory subunit"
0.128,-0.21298292,MCFD2,multiple coagulation factor deficiency 2
0.128,-0.284055,LOC101929240///SNRNP200,U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene///small nuclear ribonucleoprotein U5 subunit 200
0.128,-0.30411428,TBL1X,transducin (beta)-like 1X-linked
0.128,-0.31058312,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit"
0.128,-0.33186241,AGFG2,ArfGAP with FG repeats 2
0.128,-0.39313695,FAAH,fatty acid amide hydrolase
0.128,-0.40000436,ABCC4,ATP binding cassette subfamily C member 4
0.128,-0.46685088,CITED1,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1
0.128,-0.47692887,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
0.128,-0.49397753,IFNA5,interferon alpha 5
0.128,-0.68113727,,
0.129,0.58830301,SREK1IP1,SREK1 interacting protein 1
0.129,0.50527598,GLI3,GLI family zinc finger 3
0.129,0.37902774,MFSD5,major facilitator superfamily domain containing 5
0.129,0.35757968,LPCAT3,lysophosphatidylcholine acyltransferase 3
0.129,0.24840163,WHSC1,Wolf-Hirschhorn syndrome candidate 1
0.129,-0.23100982,ATF4,activating transcription factor 4
0.129,-0.24098666,UBXN1,UBX domain protein 1
0.129,-0.33240673,AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2
0.129,-0.33352392,JRK,Jrk helix-turn-helix protein
0.129,-0.35454276,PDE6C,phosphodiesterase 6C
0.129,-0.4419625,SSTR4,somatostatin receptor 4
0.129,-0.44339814,PTPRU,"protein tyrosine phosphatase, receptor type U"
0.129,-0.46699004,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1"
0.129,-0.51370962,DMXL1,Dmx like 1
0.129,-0.52163233,GREB1,growth regulation by estrogen in breast cancer 1
0.129,-0.57412203,EXOC6B,exocyst complex component 6B
0.129,-0.58400305,GRPEL1,"GrpE like 1, mitochondrial"
0.129,-0.68119566,,
0.129,-0.72733599,SLC26A3,solute carrier family 26 member 3
0.129,-1.10934694,PRH1,proline rich protein HaeIII subfamily 1
0.13,0.4584298,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase"
0.13,0.33984863,PDGFA,platelet derived growth factor subunit A
0.13,0.21459021,METAP1,methionyl aminopeptidase 1
0.13,0.19589544,TRIM44,tripartite motif containing 44
0.13,-0.2608179,PDE6G,phosphodiesterase 6G
0.13,-0.26628707,CCNT1,cyclin T1
0.13,-0.38173639,PCDHA9,protocadherin alpha 9
0.13,-0.48633961,RAB11FIP2,RAB11 family interacting protein 2
0.13,-0.51630271,RWDD2A,RWD domain containing 2A
0.13,-0.5225734,VPS41,"VPS41, HOPS complex subunit"
0.13,-0.54078223,BAG2,BCL2 associated athanogene 2
0.131,1.34903525,IGLC1,immunoglobulin lambda constant 1
0.131,0.58170163,USP6NL,USP6 N-terminal like
0.131,0.55265377,HOXA1,homeobox A1
0.131,0.34420142,AKAP17A,A-kinase anchoring protein 17A
0.131,0.24489681,AREL1,apoptosis resistant E3 ubiquitin protein ligase 1
0.131,-0.20438239,UBC,ubiquitin C
0.131,-0.20872168,BTF3,basic transcription factor 3
0.131,-0.2502106,CCNH,cyclin H
0.131,-0.27026847,TOM1,target of myb1 membrane trafficking protein
0.131,-0.27243993,ATF2,activating transcription factor 2
0.131,-0.29351346,CTAG1A///CTAG1B,cancer/testis antigen 1A///cancer/testis antigen 1B
0.131,-0.29514489,GRSF1,G-rich RNA sequence binding factor 1
0.131,-0.30591052,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1
0.131,-0.44676763,SLC6A1,solute carrier family 6 member 1
0.131,-0.4480973,APOA4,apolipoprotein A4
0.131,-0.56786636,TGFBR1,transforming growth factor beta receptor 1
0.131,-0.60289879,ADAM18,ADAM metallopeptidase domain 18
0.132,0.63148991,P2RY1,purinergic receptor P2Y1
0.132,0.54091453,ARHGEF17,Rho guanine nucleotide exchange factor 17
0.132,-0.21482429,UBC,ubiquitin C
0.132,-0.24250081,PLAGL2,PLAG1 like zinc finger 2
0.133,0.42705932,RNASEH1,ribonuclease H1
0.133,0.41827172,CTSH,cathepsin H
0.133,0.38302991,RFC3,replication factor C subunit 3
0.133,0.29662492,RRP1B,ribosomal RNA processing 1B
0.133,0.2150796,SEPT7,septin 7
0.133,-0.20121976,LEPROTL1,leptin receptor overlapping transcript-like 1
0.133,-0.24960985,KBTBD2,kelch repeat and BTB domain containing 2
0.133,-0.28950261,ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2
0.133,-0.29267601,TAF5,TATA-box binding protein associated factor 5
0.133,-0.36247512,BIVM-ERCC5///ERCC5,"BIVM-ERCC5 readthrough///ERCC excision repair 5, endonuclease"
0.133,-0.39162818,DNASE1L1,deoxyribonuclease 1 like 1
0.133,-0.39753644,MLH3,mutL homolog 3
0.133,-0.43699399,GTPBP1,GTP binding protein 1
0.133,-0.49720169,CIB2,calcium and integrin binding family member 2
0.133,-0.68811606,DUSP3,dual specificity phosphatase 3
0.133,-0.93288139,UTY,"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"
0.134,0.53484157,TDO2,"tryptophan 2,3-dioxygenase"
0.134,0.49170128,CDKN2B,cyclin dependent kinase inhibitor 2B
0.134,0.36851309,HIST1H2AC,"histone cluster 1, H2ac"
0.134,-0.23431153,PEX6,peroxisomal biogenesis factor 6
0.134,-0.5132038,CTDSPL,CTD small phosphatase like
0.134,-0.54081011,CTRL,chymotrypsin like
0.134,-0.61905186,CBS,cystathionine-beta-synthase
0.134,-0.72154546,COL9A3,collagen type IX alpha 3 chain
0.135,0.50558677,MYLK,myosin light chain kinase
0.135,0.47434568,ITPKC,inositol-trisphosphate 3-kinase C
0.135,0.23944492,CALM3///CALM2///CALM1,calmodulin 3///calmodulin 2///calmodulin 1
0.135,-0.18139353,VPS45,vacuolar protein sorting 45 homolog
0.135,-0.23866286,RPL15,ribosomal protein L15
0.135,-0.28376106,E2F1,E2F transcription factor 1
0.135,-0.29461965,RARG,retinoic acid receptor gamma
0.135,-0.37461987,FAM63B,family with sequence similarity 63 member B
0.135,-0.45186057,GLRA1,glycine receptor alpha 1
0.135,-0.45344679,ATF2,activating transcription factor 2
0.135,-0.55227651,PRKD1,protein kinase D1
0.136,0.54685505,CHML,"CHM like, Rab escort protein 2"
0.136,0.54206791,PRKCH,protein kinase C eta
0.136,0.40847272,CDV3,CDV3 homolog
0.136,0.22779417,AP1B1,adaptor related protein complex 1 beta 1 subunit
0.136,-0.33634852,WRB,tryptophan rich basic protein
0.136,-0.33835369,MAPK8,mitogen-activated protein kinase 8
0.136,-0.48327094,RLBP1,retinaldehyde binding protein 1
0.136,-0.49597814,SCTR,secretin receptor
0.136,-0.49600614,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
0.136,-0.49994002,SLC30A4,solute carrier family 30 member 4
0.137,0.46023647,HN1L,hematological and neurological expressed 1 like
0.137,0.35280424,NIPBL,"NIPBL, cohesin loading factor"
0.137,0.32438587,TRMU,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
0.137,-0.18377253,SIK3,SIK family kinase 3
0.137,-0.26136067,DEPDC5,DEP domain containing 5
0.137,-0.47981846,CCL1,C-C motif chemokine ligand 1
0.137,-0.48600563,SSX2IP,SSX family member 2 interacting protein
0.137,-0.53896131,GPR20,G protein-coupled receptor 20
0.138,0.55172379,CA9,carbonic anhydrase 9
0.138,0.32955093,MID1,midline 1
0.138,-0.18522137,SRP14,signal recognition particle 14
0.138,-0.36109016,ANGPTL2,angiopoietin like 2
0.138,-0.47997331,ACRV1,acrosomal vesicle protein 1
0.138,-0.52009829,JAK3,Janus kinase 3
0.138,-0.56671449,LYST,lysosomal trafficking regulator
0.138,-0.61109375,UBE2D1,ubiquitin conjugating enzyme E2 D1
0.138,-0.67703757,ZKSCAN8,zinc finger with KRAB and SCAN domains 8
0.139,-0.29368326,SMPDL3B,sphingomyelin phosphodiesterase acid like 3B
0.139,-0.33788798,FCHO1,FCH domain only 1
0.139,-0.40363638,CAMK4,calcium/calmodulin dependent protein kinase IV
0.139,-0.40939052,MPI,mannose phosphate isomerase
0.139,-0.55625479,NEBL,nebulette
0.139,-0.57122525,APOB,apolipoprotein B
0.14,0.41400453,MRPL19,mitochondrial ribosomal protein L19
0.14,0.25501284,CYB5B,cytochrome b5 type B
0.14,-0.21450921,RPS15,ribosomal protein S15
0.14,-0.24505079,PPP2R2A,protein phosphatase 2 regulatory subunit Balpha
0.14,-0.45630847,REM1,RRAD and GEM like GTPase 1
0.14,-0.46112825,ASIC3,acid sensing ion channel subunit 3
0.14,-0.49893753,KIF5A,kinesin family member 5A
0.14,-0.52414124,TBL1X,transducin (beta)-like 1X-linked
0.14,-0.64222776,LHCGR,luteinizing hormone/choriogonadotropin receptor
0.14,-0.66999668,C5,complement component 5
0.141,0.41088538,ABCC1,ATP binding cassette subfamily C member 1
0.141,0.26607472,SRP72,signal recognition particle 72
0.141,-0.33177447,ERG,"ERG, ETS transcription factor"
0.141,-0.39120073,PPFIBP2,PPFIA binding protein 2
0.141,-0.40599337,LCE2B,late cornified envelope 2B
0.141,-0.45633778,CALM1,calmodulin 1
0.141,-0.6060012,ANKRD34C,ankyrin repeat domain 34C
0.142,0.54348135,MPHOSPH9,M-phase phosphoprotein 9
0.142,0.34468025,HSPA4,heat shock protein family A (Hsp70) member 4
0.142,0.33845905,CHST1,carbohydrate sulfotransferase 1
0.142,0.33754537,HCCS,holocytochrome c synthase
0.142,0.31281662,TP53TG1,TP53 target 1 (non-protein coding)
0.142,0.25078148,USP33,ubiquitin specific peptidase 33
0.142,-0.22449588,GAA,"glucosidase alpha, acid"
0.142,-0.23152393,STK38,serine/threonine kinase 38
0.142,-0.31742288,ADRA2C,adrenoceptor alpha 2C
0.142,-0.41826802,,
0.142,-0.43856568,PSMA7,proteasome subunit alpha 7
0.142,-0.49975284,CHGA,chromogranin A
0.142,-0.52703401,PCDHGB5///PCDHGB4,"protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 4"
0.143,0.36245342,HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I,"histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i"
0.143,0.33294802,CYHR1,cysteine and histidine rich 1
0.143,-0.20689815,PSMF1,proteasome inhibitor subunit 1
0.143,-0.32457264,TRAPPC6A,trafficking protein particle complex 6A
0.143,-0.33600574,NRTN,neurturin
0.143,-0.39843552,COX10,"COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor"
0.143,-0.43936687,CDC25A,cell division cycle 25A
0.143,-0.51861421,MPP2,membrane palmitoylated protein 2
0.143,-0.53627905,SLC24A1,solute carrier family 24 member 1
0.143,-0.60158603,MARCH3,membrane associated ring-CH-type finger 3
0.143,-0.77374787,SLC14A1,solute carrier family 14 member 1 (Kidd blood group)
0.144,0.73377437,HDAC9,histone deacetylase 9
0.144,0.2628511,ATXN10,ataxin 10
0.144,-0.32913763,PRKCA,protein kinase C alpha
0.144,-0.53140933,IL17A,interleukin 17A
0.144,-0.64069584,PLS1,plastin 1
0.145,0.61399621,RAD23B,"RAD23 homolog B, nucleotide excision repair protein"
0.145,0.59969526,SLC9A3R1,SLC9A3 regulator 1
0.145,0.46613869,CD2,CD2 molecule
0.145,0.26055354,FAM208A,family with sequence similarity 208 member A
0.145,-0.20574706,LARP4B,La ribonucleoprotein domain family member 4B
0.145,-0.25212766,HSPE1-MOB4///MOB4,"HSPE1-MOB4 readthrough///MOB family member 4, phocein"
0.145,-0.30739054,JMJD1C,jumonji domain containing 1C
0.145,-0.32044401,ATP10B,ATPase phospholipid transporting 10B (putative)
0.145,-0.37968251,FUT5,fucosyltransferase 5
0.145,-0.45468735,ONECUT2,one cut homeobox 2
0.145,-0.54643352,RHD,Rh blood group D antigen
0.145,-0.55019458,C4BPB,complement component 4 binding protein beta
0.145,-0.60954811,ENPEP,glutamyl aminopeptidase
0.145,-0.6708332,WHAMMP2///WHAMMP3,"WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2///WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3"
0.146,0.99010034,SERPINB2,serpin family B member 2
0.146,0.54215145,TNFSF9,tumor necrosis factor superfamily member 9
0.146,0.47867592,ORC3,origin recognition complex subunit 3
0.146,0.47540072,SHANK2,SH3 and multiple ankyrin repeat domains 2
0.146,-0.18407201,ATP6V0A2,ATPase H+ transporting V0 subunit a2
0.146,-0.31753213,DTX4,deltex E3 ubiquitin ligase 4
0.146,-0.3248269,IPO5,importin 5
0.146,-0.44370881,PARVB,parvin beta
0.147,0.47561864,EN2,engrailed homeobox 2
0.147,0.44228524,GNB2,G protein subunit beta 2
0.147,0.28751851,ILF3,interleukin enhancer binding factor 3
0.147,0.26671229,SRP54,signal recognition particle 54
0.147,0.21975133,E2F4,E2F transcription factor 4
0.147,-0.19835617,ZFP36L1,ZFP36 ring finger protein like 1
0.147,-0.25664761,GRINA,glutamate ionotropic receptor NMDA type subunit associated protein 1
0.147,-0.2723422,SAP25///LRCH4,Sin3A associated protein 25///leucine rich repeats and calponin homology domain containing 4
0.147,-0.37464854,TRPC2,"transient receptor potential cation channel subfamily C member 2, pseudogene"
0.147,-0.41394931,,
0.147,-0.46369969,SCN2B,sodium voltage-gated channel beta subunit 2
0.147,-0.49153596,SLC34A1,solute carrier family 34 member 1
0.147,-0.51791016,PTGER4,prostaglandin E receptor 4
0.147,-0.62938693,PIWIL1,piwi like RNA-mediated gene silencing 1
0.148,0.38968146,BRCA2,"BRCA2, DNA repair associated"
0.148,0.23517646,PSMD1,"proteasome 26S subunit, non-ATPase 1"
0.148,-0.41404282,CNR2,cannabinoid receptor 2
0.148,-0.44331685,,
0.148,-0.44356014,TLX2,T-cell leukemia homeobox 2
0.148,-0.47363963,TRO,trophinin
0.148,-0.50133203,MYL4,myosin light chain 4
0.149,0.45310074,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3
0.149,0.20940594,UBE2D2,ubiquitin conjugating enzyme E2 D2
0.149,-0.30566474,APPBP2,amyloid beta precursor protein binding protein 2
0.149,-0.31294413,HIST1H1D,"histone cluster 1, H1d"
0.149,-0.3324808,TAF7,TATA-box binding protein associated factor 7
0.149,-0.37574328,CD200,CD200 molecule
0.149,-0.41391656,NOTCH4,notch 4
0.149,-0.52552904,SLITRK3,SLIT and NTRK like family member 3
0.149,-0.70916847,DST,dystonin
0.149,-0.71203985,RYR2,ryanodine receptor 2
0.15,0.5970961,MIR1908///FADS1,microRNA 1908///fatty acid desaturase 1
0.15,0.30404469,KLF6,Kruppel like factor 6
0.15,0.29865756,ACSL4,acyl-CoA synthetase long-chain family member 4
0.15,0.2220938,SNX4,sorting nexin 4
0.15,-0.19458823,RPS16,ribosomal protein S16
0.15,-0.26724791,C14orf2,chromosome 14 open reading frame 2
0.15,-0.44589069,NPHP1,nephrocystin 1
0.15,-0.45710407,CDK18,cyclin dependent kinase 18
0.15,-0.4664946,KCNJ13,potassium voltage-gated channel subfamily J member 13
0.15,-0.4673966,HOXC5,homeobox C5
0.15,-0.53519379,,
0.15,-0.61243543,IL2,interleukin 2
0.151,0.58712996,EXT1,exostosin glycosyltransferase 1
0.151,0.53967185,NRCAM,neuronal cell adhesion molecule
0.151,0.3650936,SPIDR,scaffolding protein involved in DNA repair
0.151,0.22845212,GNL1,G protein nucleolar 1 (putative)
0.151,0.22842829,DDX18,DEAD-box helicase 18
0.151,-0.21798176,TCOF1,treacle ribosome biogenesis factor 1
0.151,-0.27860612,GFPT2,glutamine-fructose-6-phosphate transaminase 2
0.151,-0.45566087,ASIP,agouti signaling protein
0.151,-0.4986067,XYLB,xylulokinase
0.151,-0.54611917,IL1RL1,interleukin 1 receptor like 1
0.152,0.49423467,DDX52,DEAD-box helicase 52
0.152,0.37644586,PTPN14,"protein tyrosine phosphatase, non-receptor type 14"
0.152,-0.43877969,MAP1A,microtubule associated protein 1A
0.152,-0.51779276,LYRM9,LYR motif containing 9
0.152,-0.66293786,CDR1,cerebellar degeneration related protein 1
0.152,-0.77088812,SSX2B///SSX4B///SSX4///SSX2,SSX family member 2B///SSX family member 4B///SSX family member 4///SSX family member 2
0.153,0.33827136,TMEM251,transmembrane protein 251
0.153,0.22346175,ADA,adenosine deaminase
0.153,0.19651586,HNRNPA1P10///HNRNPA1,heterogeneous nuclear ribonucleoprotein A1 pseudogene 10///heterogeneous nuclear ribonucleoprotein A1
0.153,-0.1890655,MCRS1,microspherule protein 1
0.153,-0.1991845,CARD10,caspase recruitment domain family member 10
0.153,-0.28928383,ATRIP///TREX1,ATR interacting protein///three prime repair exonuclease 1
0.153,-0.30811014,TMEM186,transmembrane protein 186
0.153,-0.37063287,ETV3,ETS variant 3
0.153,-0.41942472,ALPL,"alkaline phosphatase, liver/bone/kidney"
0.153,-0.45848631,,
0.153,-0.46773698,COL2A1,collagen type II alpha 1 chain
0.153,-0.49868149,ARMC8,armadillo repeat containing 8
0.153,-0.50254855,FLT3,fms related tyrosine kinase 3
